,name,lat,lon
598,Bélgica,50.503887,4.469936
599,東京,35.6803997,139.7690174
600,Syria,34.80207499999999,38.996815
601,"Lutsk, Ukraine ",50.74723299999999,25.325383
602,"Mbarara, Uganda",-0.6071596,30.6545022
603,"Tbilisi, Georgia ",41.7151377,44.827096
604,Governador Valadares - MG,-18.8558333,-41.95718979999999
605,日本 東京,35.6803997,139.7690174
606,"Austin, TX",30.267153,-97.7430608
607,Reims,49.258329,4.031696
608,"Sant Feliu de Llobregat, BCN",41.3979911,2.0518154
609,"Southern California, U.S.",34.9592083,-116.419389
610,Republic of Slovenia,46.151241,14.995463
611,"Sachsen, Deutschland",51.1045407,13.2017384
612,Ukraine.,48.379433,31.16558
613,Łódź,51.7592485,19.4559833
614,"S.Teotónio, Odemira, Portugal",37.5084937,-8.7044219
615,"Marzahn, Berlin",52.5446501,13.5646433
616,"Bakersfield, CA",35.3732921,-119.0187125
617,"Hokkaido, Japan",43.2203266,142.8634737
618,"Midwest, USA",37.09024,-95.712891
619,moscow & khabarovsk,48.4814433,135.0720667
620,"Wodzisław Śląski, Polska",50.003137,18.4719102
621,Türkiye Cumhuriyeti Devleti,38.963745,35.243322
622,"Україна, Київ",50.4501,30.5234
623,"St Petersburg, FL",27.7676008,-82.64029149999999
624,日本語を学びたい...,36.204824,138.252924
625,Ohio,40.4172871,-82.90712300000001
626,አዲስ አበባ,8.9806034,38.7577605
627,Гаага,52.0704978,4.3006999
628,Slovakia,48.669026,19.699024
629,40553,-6.845830100000001,107.4736016
630,запорожье украина,47.8388,35.139567
631,УКРАЇНА,48.379433,31.16558
632,"Wagga Wagga, New South Wales",-35.1025977,147.3655103
633,"Bogotá, D.C., Colombia",4.710988599999999,-74.072092
634,Украина Киев,50.4501,30.5234
635,Гондурас,15.199999,-86.241905
636,New York,40.7127753,-74.0059728
637,Nigeria with snow,9.081999,8.675277
638,"Belo Horizonte, Brasil",-19.919052,-43.9386685
639,"Lagos, Nigeria",6.5243793,3.3792057
640,"Seattle, WA",47.6062095,-122.3320708
641,"Barcelona, Spain",41.3873974,2.168568
642,Munich Frankfurt Pennsylvania,48.1351253,11.5819806
643,Voronezh region,50.8589713,39.8644375
644,Сомали,5.152149,46.199616
645,"Кремль, Москва, Россия",55.7515571,37.6180484
646,Argentina,-38.416097,-63.61667199999999
647,BaWü,48.6616037,9.3501336
648,Canmore Alberta,51.0899934,-115.3441856
649,Краматорськ,48.738967,37.58435
650,г. Ржев,56.2583967,34.3283487
651,"Bytom, Polska",50.3483816,18.9157175
652,Тегусигальпа,14.065049,-87.1715002
653,"Misiones, Argentina",-26.9377146,-54.4342138
654,"Krakow, Poland",50.06465009999999,19.9449799
655,Пермь,58.00916830000001,56.22696740000001
656,Berlin/Kyiv/Sydney ,50.4501,30.5234
657,Karaganda,49.8046835,73.1093826
658,"Oxford, England",51.7520209,-1.2577263
659,"Britsh Columbia, Canada",53.7266683,-127.6476206
660,"Clarence-Rockland, Ontario",45.5508523,-75.280351
661,Blackpool UK,53.81674229999999,-3.0370485
662,Bezmi elest,12.9722306,77.61503909999999
663,Georgia/Україна,48.379433,31.16558
664,"Ohio, USA",40.4172871,-82.90712300000001
665,Дальний Восток,38.7945952,106.5348379
666,Екатеринбург,56.8430993,60.64540859999999
667,"Dhaka, Bangladesh",23.810332,90.4125181
668,"Санкт-Петербург,  Россия ",59.9310584,30.3609097
669,"Україна, Харків",49.9935,36.230383
670,"Zapopan, Jalisco",20.6719563,-103.416501
671,日本の真ん中くらい,35.665433,136.963532
672,South Africa,-30.559482,22.937506
673,"Украина, Киев ",50.4501,30.5234
674,The Hell We Call Home (UK),55.378051,-3.435973
675,"41.16634,-104.77032",41.1661395,-104.7700862
676,Bishkek - Philadelphia,42.8746212,74.5697617
677,Stockholm,59.32932349999999,18.0685808
678,Heaven Asia,34.047863,100.6196553
679,NY/NJ,40.7127753,-74.0059728
680,NoMa Atlas H Street ,38.9037551,-77.0059094
681,РФ,61.52401,105.318756
682,"Ukraine, Kyiv, Darnytsya",50.4153964,30.69359919999999
683,MEXICO DF,19.4326077,-99.133208
684,Экибастуз,51.725198,75.3150684
685,"Manzanillo, Colima",19.1138094,-104.3384616
686,"Wellington, NZ",-41.2923814,174.7787463
687,Tver,56.85872140000001,35.9175965
688,Слобідська Україна,49.9883534,36.2328715
689,Nantes,47.218371,-1.553621
690,Almaty,43.2220146,76.8512485
691,Украина / Ukraine,48.379433,31.16558
692,"Georgia, Tbilisi",41.7151377,44.827096
693,"North Korea, Pyongyang. КНДР ",39.0392193,125.7625241
694,"Україна, Херсонщина",46.635417,32.616867
695,"Ayodhya, India",26.7921605,82.1997954
696,"Kiev, Ukraine",50.4501,30.5234
697,"Royal Tunbridge Wells, England",51.132377,0.263695
698,москва,55.755826,37.6173
699,Донецк УКРАИНА,48.015883,37.80285
700,"Vienna, Europe",48.2081743,16.3738189
701,"Mannerheimintie 30, Eduskunta",60.1732453,24.9331729
702,アゼルバイジャン,40.143105,47.576927
703,cемикаракоры,47.5188084,40.8103491
704,"Cologne, Germany",50.937531,6.9602786
705,"Tallinn, Estonia",59.43696079999999,24.7535746
706,KIEV THE CITY,50.4501,30.5234
707,Ужгород.Україна.,48.6208,22.287883
708,"Andorra, Pirineu, Europa, Món",42.506285,1.521801
709,"Śląskie, Polska",50.5716595,19.3219768
710,"Украина, Днепр",48.464717,35.046183
711,日本 大阪,34.6937249,135.5022535
712,"Воронеж, Россия",51.6683487,39.19192880000001
713,"Lublin, Polska",51.2464536,22.5684463
714,São Paulo,-23.5557714,-46.6395571
715,"Нижний Новгород, Россия",56.3268684,44.0058793
716,West London,51.5072178,-0.1275862
717,Глюк РФ TV never,61.52401,105.318756
718,Днепр,48.464717,35.046183
719,Ульяновск,54.3186575,48.397776
720,Україна  Хмельницький,49.422983,26.987133
721,киев,50.4501,30.5234
722,"Odesa, TX",31.8456816,-102.3676431
723,Макеевка. Донбасс-Украина!,48.0459557,37.9666901
724,"Омск, Россия",54.9913545,73.3645204
725,Saint Peterburg,59.9310584,30.3609097
726,Hamburg,53.5510846,9.9936818
727,"Ādaži, Latvija",57.06847089999999,24.3394019
728,"Mazowieckie, Polska",51.8927182,21.0021679
729,"Aachen, Deutschland",50.7753455,6.083886800000001
730,"Nuremberg, Germany",49.4521018,11.0766654
731,भारत,20.593684,78.96288
732,"Ставропольский край, Россия",44.6680993,43.520214
733,Baku Azerbaycan,40.40926169999999,49.8670924
734,UKRAINE baby,48.379433,31.16558
735,"Breim, Norway",61.7376095,6.4094469
736,Рокитне,49.6911802,30.4780154
737,"Yozgat, Türkiye",39.821049,34.808573
738,Carrara,44.0793245,10.097677
739,Antarctica,-82.86275189999999,135.0
740,"Gdańsk, Polska",54.35202520000001,18.6466384
741,London,51.5072178,-0.1275862
742,"Graz, Austria",47.070714,15.439504
743,"Крим,Україна / Crimea,Ukraine",48.379433,31.16558
744,Balashiha,55.7981904,37.9679867
745,BERLIN,52.52000659999999,13.404954
746,Ukraine Бахмут 🇺🇦,48.5986674,37.9980367
747,Qirim / Europe,45.3453029,34.4997274
748,Washington DC,38.9071923,-77.0368707
749,"Ukraine, Odessa.",46.482526,30.7233095
750,Moscow Russia,55.755826,37.6173
751,Kazakstan,48.019573,66.923684
752,N-sk,48.669026,19.699024
753,SB RAS Scientific Center,29.3497484,48.0892872
754,"Esslingen, Baden-Württemberg",48.742178,9.3144229
755,"Asbury Park, Toronto, Israel ",43.653226,-79.3831843
756,"Miami, Florida, USA",25.7616798,-80.1917902
757,Sheki,41.1974753,47.1571241
758,"Azərbaycan,Bakı ",40.40926169999999,49.8670924
759,"Warszawa,Poland , Polska ",52.2296756,21.0122287
760,Balaken,41.7037509,46.4044213
761,"Aquitaine et Hurepoix, France",44.7002222,-0.2995785
762,Файний Житомир,50.25465,28.658667
763,Dublin ,53.3498053,-6.2603097
764,Azərbaycan,40.143105,47.576927
765,"Melbourne, Victoria",-37.8136276,144.9630576
766,Украина.Донецк.,48.015883,37.80285
767,Marmaris,36.854936,28.270878
768,Georgia 🇬🇪,42.315407,43.35689199999999
769,"Szczecin, Polska",53.4285438,14.5528116
770,Palermo,38.11569,13.3614868
771,"Volgograd, Russia",48.708048,44.5133034
772,Central Asia,45.4506875,68.8319005
773,"Умань, пока Украина",48.74939269999999,30.2214499
774,Greece,39.074208,21.824312
775,Berlin Tempelhof,52.4694927,13.3855997
776,"35.42156,137.05385",35.4215449,137.0535316
777,Херсон – це Україна 🇺🇦,46.635417,32.616867
778,шестая станция дно болота ,57.82389000000001,29.96136
779,"Rīga, Latvija",56.9496487,24.1051864
780,"Kartal, İstanbul",40.9184004,29.2204548
781,Austria,47.516231,14.550072
782,"Туапсе, Ростов/Д, Тюмень, Сочи",47.2357137,39.701505
783,Биробиджан,48.7879712,132.9306664
784,"Екатеринбург, Россия",56.8430993,60.64540859999999
785,"Кубинка, Россия",55.5634899,36.7024458
786,Дніпропетровськ,48.464717,35.046183
787,Ukraine Mariupol,47.097133,37.543367
788,"Украина, ",48.379433,31.16558
789,"∞ Кавказ, Москва",55.755826,37.6173
790,"Казань, Татарстан республика",55.7878944,49.12332929999999
791,Yemen,15.552727,48.516388
792,"México, CDMX",19.4326077,-99.133208
793,Украина Харьков Новая Водолага,49.7218493,35.8674135
794,Uśmiechnięta Europa 😊,54.5259614,15.2551187
795,Crimea ,45.3453029,34.4997274
796,"Россия, Москва",55.755826,37.6173
797,sidney,-33.8688197,151.2092955
798,"Uzbekistan, Tashkent",41.2994958,69.2400734
799,Monaco,43.73841760000001,7.424615799999999
800,"Boston, MA",42.3600825,-71.0588801
801,"Нижний Тагил, Россия",57.9214912,59.9816186
802,Донбасс,48.1031637,38.5920837
803,"Сарни,Явор,і генделики",51.3456549,26.601983
804,Şabran,44.150865,4.54692
805,"Watford, England",51.66112829999999,-0.3970199
806,"Miami, FL",25.7616798,-80.1917902
807,"Brasília, Brasil",-15.7975154,-47.89188739999999
808,Осовец,53.474755,22.6520414
809,Украина. Киев,50.4501,30.5234
810,"Краснодарский край, Россия",45.6415289,39.7055977
811,Colorado ,39.5500507,-105.7820674
812,Berlin ,52.52000659999999,13.404954
813,Currently in France,46.227638,2.213749
814,Львов,49.839683,24.029717
815,"Amasya Merkez, Amasya",40.5691446,35.9208448
816,Taiwan,23.69781,120.960515
817,Горловка Калиновка Восточный,48.3071,38.029633
818,"Surrey, British Columbia",49.1913466,-122.8490125
819,Оdessa,31.8456816,-102.3676431
820,"Latvija, Rīga",56.9496487,24.1051864
821,"Барнаул, Алтайский край",53.3497499,83.78357369999999
822,Ближайшее подмосковье,55.340396,38.2917651
823,"Staaken, Berlin",52.53250329999999,13.1415974
824,"Barcelona, España",41.3873974,2.168568
825,"Alixan, France",44.9752935,5.027677499999999
826,"Evanston, IL",42.0450722,-87.68769689999999
827,"San Francisco, CA",37.7749295,-122.4194155
828,"Riga, Latvia",56.9496487,24.1051864
829,Venezuela,6.42375,-66.58973
830,Одесса,46.482526,30.7233095
831,Познань-Дюссельдорф,52.406374,16.9251681
832,"Edgerton, WI",42.8352835,-89.0676125
833,istanbul,41.0082376,28.9783589
834,Frankfurt am Main,50.1109221,8.6821267
835,Somalia,5.152149,46.199616
836,Карпати),47.2390429,25.5908974
837,"Stockholm, Sweden",59.32932349999999,18.0685808
838,New York | Jerusalem | Moscow ,42.62642899999999,-77.17152279999999
839,г.Смела,49.227717,31.852233
840,"Cleveland, OH",41.49932,-81.6943605
841,Киев - Украина (Kyiv-Ukraine),50.4501,30.5234
842,Київ Kyiv,50.4501,30.5234
843,"Rivne, Ukraine",50.6199,26.251617
844,Донбас,48.1031637,38.5920837
845,v ebykax,33.9415889,-118.40853
846,warszawa/Vittoria/Taormina,52.2296756,21.0122287
847,"Bialystok, Poland",53.13248859999999,23.1688403
848,"Saratov, Russia",51.5461754,46.0154123
849,"Marseille, France",43.296482,5.36978
850,Украина. Винница,49.233083,28.468217
851,Tokat,40.3234643,36.5521928
852,Nordrhein-Westfalen; Herne,51.5368948,7.200914699999999
853,"Opolskie, Polska",50.8003761,17.937989
854,日本 北海道,43.2203266,142.8634737
855,Taipeh,25.0329636,121.5654268
856,Aruba,12.52111,-69.968338
857,"St.Petersburg, Russia",59.9310584,30.3609097
858,"Chicago, Northern Suburbs",41.8781136,-87.6297982
859,Worth Co. GA.,31.5282489,-83.8897057
860,New England ,43.9653889,-70.8226541
861,ประเทศไทย,15.870032,100.992541
862,shanghai ,31.230416,121.473701
863,Riga,56.9496487,24.1051864
864,Osaka,34.6937249,135.5022535
865,Alquds.Palestine,31.952162,35.233154
866,San Diego,32.715738,-117.1610838
867,Чернігів Україна,51.4982,31.28935
868,Kanada  ,56.130366,-106.346771
869,France Ukraine,48.379433,31.16558
870,Краматорск,48.738967,37.58435
871,"Красноярск, Россия",56.01528339999999,92.8932476
872,"Manchester, England",53.4807593,-2.2426305
873,"Portugalete, España",43.3182479,-3.0211969
874,Ukraine forever!,48.379433,31.16558
875, Павлоград,48.5294478,35.9032574
876,"Львів, Україна",49.839683,24.029717
877,"DKI Jakarta, Indonesia",-6.2087634,106.845599
878,"Село Вільне, Дніпропетровська",47.937116,33.2935711
879,"Detroit, MI",42.331427,-83.0457538
880,"Portland, ME",43.6590993,-70.2568189
881,Europe.,54.5259614,15.2551187
882,The Lou,38.6270025,-90.19940419999999
883,New York City,40.7127753,-74.0059728
884,Wien,48.2081743,16.3738189
885,Parma,44.801485,10.3279036
886," Киівська обл,раніше Донецьк",50.4246948,30.455383
887,"Calgary, Alberta",51.04473309999999,-114.0718831
888,Canada & Belarus (in my soul),53.709807,27.953389
889,Украина Крым,45.3453029,34.4997274
890,"Украина, Запорожье",47.8388,35.139567
891,"Saginaw, Mi",43.4194699,-83.9508068
892,"AL,Turkey ",33.8785722,35.4996435
893,Минск,53.9006011,27.558972
894,Dzirya🇩🇿/Toulouse🇨🇵❤ /🇪🇸,43.604652,1.444209
895,Moskau,55.755826,37.6173
896,Estados Unidos,37.09024,-95.712891
897,Кенигсберг,54.7104264,20.4522144
898,"Україна ,у  Twi.з 05.2014",48.379433,31.16558
899,United States of America,37.09024,-95.712891
900,US,37.09024,-95.712891
901,"Полтава, Украина ",49.58826699999999,34.551417
902,город  герой  ОДЕССА,46.482526,30.7233095
903,"Česká republika, Brno.",49.1950602,16.6068371
904,"Kazakhstan, Almaty 🇰🇿",43.2220146,76.8512485
905,Yerevan,40.1872023,44.515209
906,Москва  ,55.755826,37.6173
907, #Azerbaijan🇦🇿❤️#Ganja🇦🇿❤️,40.143105,47.576927
908,Северо-Запад,63.2085803,49.8113592
909,"New Orleans, LA",29.95106579999999,-90.0715323
910,"Новassибирск, Швабростан 🇷🇺",54.9832693,82.8963831
911,Рівне.,50.6199,26.251617
912,Cuba,21.521757,-77.781167
913,буштино,48.04966839999999,23.4827736
914,"Nantucket, MA",41.2834704,-70.099451
915,"Dnipro, Ukraine",48.464717,35.046183
916,димитровград,54.2197652,49.6212477
917,"Rīga, Mārupe",56.907241,24.0317249
918,"Kyiv, Ukraine will prevail",50.4501,30.5234
919,"Toscana, Italia",43.7710513,11.2486208
920,Винница,49.233083,28.468217
921,Стокгольм ,59.32932349999999,18.0685808
922,"Barnwell, Altaysky cry",51.7936298,82.6758596
923,Ростов-на-Дону,47.2357137,39.701505
924,NEW YORK,40.7127753,-74.0059728
925,UNITED STATES OF AMERICA,37.09024,-95.712891
926,Дніпро ,48.464717,35.046183
927,EUROPE,54.5259614,15.2551187
928,"Украина, Мариуполь",47.097133,37.543367
929,🇺🇦Україна/Ukraine ,48.379433,31.16558
930,"Новосибирск, Россия",54.9832693,82.8963831
931,КИЇВ,50.4501,30.5234
932, Ставрополь,45.0390116,41.9631954
933,"Region Hannover, Niedersachsen",52.375874,9.732007
934,Израиль,31.046051,34.851612
935,Донецк (в эвакуации),48.015883,37.80285
936,полнейший ахуй,28.3998722,-14.1556829
937,"Paris, France/Vienna, Austria",48.856614,2.3522219
938,"Köln, Deutschland",50.937531,6.9602786
939,"Україна, ZP",47.8388,35.139567
940,"Hemmingen, Region Hannover",52.32233129999999,9.7299802
941,Украина г. Черновцы,48.2920787,25.9358367
942,"Hamburg,DE",53.5510846,9.9936818
943,Naberezhnye Chelny,55.7305685,52.3892884
944,"الرستاق, سلطنة عمان",23.4425277,57.43444509999999
945,"DFW, Texas",32.5372008,-96.7493993
946,Republic of Siberia,61.01370970000001,99.1966559
947,"Sumgait, Azerbaijan",40.5854765,49.6317411
948,"Florida, USA",27.6648274,-81.5157535
949,National Capital Region,28.4020007,76.8259652
950,"Київ, Україна",50.4501,30.5234
951,Karlovarský kraj.,50.1435,12.7501899
952,Իսպանիա,40.46366700000001,-3.74922
953,"Україна, Запоріжжя",47.8388,35.139567
954,"Bremerhaven, Deutschland",53.5395845,8.5809424
955,Warszawa/ Gdańsk,52.2590772,20.9932749
956,"Newcastle Upon Tyne, England",54.9826867,-1.6125272
957,"Dresden, Sachsen",51.0504088,13.7372621
958,Новгородская область ,58.2427552,32.5665191
959,"Красногорск, Россия",55.8263313,37.326297
960,Dem People's Rep of Latvia,56.879635,24.603189
961,Київ 🇺🇦 ,50.4501,30.5234
962,Finland ,61.92410999999999,25.748151
963,Köln ,50.937531,6.9602786
964,"22.317468,114.178533",22.31753,114.1784
965,Seacoast New Hampshire,43.1938516,-71.5723953
966,Česká republika,49.81749199999999,15.472962
967,Chicago🇺🇸,41.8781136,-87.6297982
968,Украина Херсон,46.635417,32.616867
969,"Донецк,Украина",48.015883,37.80285
970,Maputo,-25.969248,32.5731746
971,Україна село...,48.379433,31.16558
972,Leverkusen,51.04592479999999,7.0192196
973,"Слов'янськ, Україна",48.8532,37.6053
974,"Henderson, KY, USA",37.8361538,-87.59001339999999
975,"Cape Town, South Africa",-33.9248685,18.4240553
976,Краснодарский край,45.6415289,39.7055977
977,"Jawor, Polska",51.0545282,16.1863231
978,Poland upon Thames,51.919438,19.145136
979,Вануату,-15.376706,166.959158
980,New Jersey,40.0583238,-74.4056612
981,"Gelnhausen (Germany,Hessen)",50.2045664,9.1863725
982,"Antwerpen, België",51.2213404,4.4051485
983,"Новокузнецк, Россия",53.7595935,87.12157049999999
984,Warszawa ,52.2296756,21.0122287
985,Located in Hampshire,42.0978027,-88.53036430000002
986,"Bayern, Allgäu",47.6931241,10.340652
987,"Kunnegsgarbs, (P)russia",61.52401,105.318756
988,"Московская область, Россия",55.340396,38.2917651
989,"الرياض, المملكة العربية السعود",24.7135517,46.6752957
990,Tokyo,35.6803997,139.7690174
991,"Galway, Ireland",53.270668,-9.0567905
992,"Одесса, Украина. ",46.482526,30.7233095
993,"Kernersville, NC",36.1198588,-80.07365329999999
994,"North Carolina, USA",35.7595731,-79.01929969999999
995,Česko,49.81749199999999,15.472962
996,Украина Закарпаття,48.379433,31.16558
997,Tel Aviv,32.0852999,34.78176759999999
998,"Madona, Latvija",56.854995,26.2255149
999,Україна. Львів,49.839683,24.029717
1000,Kam'yanets-Podilskyi,48.6967162,26.5825364
1001,"Daugavpils, Latvia",55.874736,26.536179
1002,Universa,25.7325258,-80.2342661
1003,"Georgia, USA",32.1656221,-82.9000751
1004,"Vancouver, British Columbia",49.2827291,-123.1207375
1005,"Düsseldorf, Deutschland",51.2277411,6.7734556
1006,"Ukraine, Nizhyn",51.0377956,31.8880995
1007,Beantown,42.3600825,-71.0588801
1008,Czech Republic,49.81749199999999,15.472962
1009,"Central North Carolina, USA",35.937078,-80.9664647
1010,"Portland, Oregon",45.515232,-122.6783853
1011,"Montreal, Quebec.",45.5016889,-73.567256
1012,Colombia,4.570868,-74.297333
1013,"Москва, город Москва",55.755826,37.6173
1014,"Киров, Россия",58.6030012,49.6679437
1015,Петербург - Город Революций,59.9310584,30.3609097
1016,The Pas,53.8255265,-101.2476129
1017,"Cali, USA, 🌏 , Milky Way",36.778261,-119.4179324
1018,Пока не Прекрасная Россия ,61.52401,105.318756
1019,"Europe, Ukraine (Kyiv)",50.4501,30.5234
1020,"Sevilla, España",37.3890924,-5.9844589
1021,"Columbus, Ga.",32.4609764,-84.9877094
1022,Ukraine  (UA),48.379433,31.16558
1023,"Lviv, Ukraine",49.839683,24.029717
1024,Шоссе Энтузиастов,55.7788692,37.8513807
1025,"Kopenhagen, Dänemark",55.6760968,12.5683371
1026,Лемберг,49.839683,24.029717
1027,中华民国匪占区,23.69781,120.960515
1028,Florida,27.6648274,-81.5157535
1029,SERENISSIMA ,45.4408474,12.3155151
1030,En la Sultana del Ávila,10.4890574,-66.82250479999999
1031,Ukraine is our primary treasure! Україна понад усе,48.379433,31.16558
1032,Los Angeles,34.0522342,-118.2436849
1033,"Magdeburg, Deutschland",52.1205333,11.6276237
1034,"🇺🇦Україна, Харків",49.9935,36.230383
1035,"Киев, Левый берег у реки",50.4213517,30.6058423
1036,Netherlands,52.132633,5.291265999999999
1037,"Уварово, Россия",51.9724727,42.26415770000001
1038,Кропивницкий Украина,48.50793300000001,32.262317
1039,Latvija-Rīga,56.9496487,24.1051864
1040,м.ДНІПРО,48.464717,35.046183
1041,Україна - California ,48.379433,31.16558
1042,м. Харків,49.9935,36.230383
1043,Полтава,49.58826699999999,34.551417
1044,Barcelona,41.3873974,2.168568
1045,"🇺🇸Blue Colorado,USA🇺🇸",39.5500507,-105.7820674
1046,"Kingston upon Thames, London, ",51.41233,-0.300689
1047,"Huntsville, AL",34.7303688,-86.5861037
1048,"Midi-Pyrénées, France",44.0859426,1.5208624
1049,"Владивосток, Приморский край",43.1332484,131.9112975
1050,   חולון,32.015833,34.787384
1051,Zaporizhzhya ,47.8388,35.139567
1052,Singapur,1.352083,103.819836
1053,Ровеньки,48.0823858,39.3699771
1054,"Neftçala, AZ",39.3881052,49.2413743
1055,Oekraïne,48.379433,31.16558
1056,Vyshhorod,50.5831258,30.4856784
1057,Bulgaria,42.733883,25.48583
1058,"Apex, NC🇺🇸",35.732652,-78.85028559999999
1059,"Yvelines, Ile-de-France",48.7850939,1.8256572
1060,"Telavi , Gruzia",41.918509,45.4776909
1061,"Santo Domingo D.N., Rep. Dom.",18.4860575,-69.93121169999999
1062,Afghanistan ,33.93911,67.709953
1063,Молдова ,47.411631,28.369885
1064,"Moscou, Russie",55.755826,37.6173
1065,"Boston, Kyiv",42.3600825,-71.0588801
1066,"Praha, Česká republika",50.0755381,14.4378005
1067,Україна  💙💛,48.379433,31.16558
1068,"Saint Helier, Bailiwick of Jersey",49.1805019,-2.103233
1069,"Казань, Россия",55.7878944,49.12332929999999
1070,"Arizona, USA",34.0489281,-111.0937311
1071,Göttingen/Berlin,52.52000659999999,13.404954
1072,"Θεσσαλονίκη, Ελλάδα",40.6400629,22.9444191
1073,cali colombia,3.4516467,-76.5319854
1074,Каменское (Днепродзержинск),48.516033,34.6128617
1075,"Aschaffenburg, Germany",49.9806625,9.135555400000001
1076,Хмельницький,49.422983,26.987133
1077,Україна м.Київ,50.4501,30.5234
1078,Україна ,48.379433,31.16558
1079,"Российская Федерация,",61.52401,105.318756
1080,КИЕВ - мать городов русских ,50.4501,30.5234
1081,74136,36.0613546,-95.9515399
1082,"Украина, Докучаевск",47.758214,37.6772484
1083,Sverige,60.12816100000001,18.643501
1084,"Псков, Россия",57.8166994,28.3344734
1085,Рава-Руська,50.2260935,23.6172156
1086,"Zgierz, Polska",51.85505759999999,19.4060704
1087,Brovary,50.511083,30.7909
1088,"จตุจักร, กรุงเทพมหานคร",13.8306588,100.5575633
1089,"Ukraine, Donetsk",48.015883,37.80285
1090,"Ханты-Мансийский авт. Округ, Р",62.2287062,70.6410058
1091,"Ukraine,Odessa",46.482526,30.7233095
1092,"Friday Harbor, WA & AZ",48.5342662,-123.0171242
1093,Япония,36.204824,138.252924
1094,London    UK,51.5072178,-0.1275862
1095,"Jelgava, Latvia",56.6511091,23.7213541
1096,New Zealand,-40.900557,174.885971
1097,"Marl, Nordrhein-Westfalen",51.65912340000001,7.1060218
1098," Albany, OR",44.6365107,-123.1059282
1099,Mazury,53.5494905,20.4528371
1100,"H-Town, Texas",31.9685988,-99.9018131
1101,"St Petersburg, Russia",59.9310584,30.3609097
1102,"Салехард, Россия",66.550073,66.6028111
1103,Одеса/Київ/Кривий Ріг,50.4501,30.5234
1104,Парящая в китаефандоме,35.86166,104.195397
1105,Singapore,1.352083,103.819836
1106,АНАПА,44.8935914,37.3158041
1107,"Monona, WI",43.0623172,-89.3335334
1108,Западная Европа ( ЕУ),43.272413,0.886593
1109,"Ontario, Canada",51.253775,-85.3232139
1110,Isle of Wight,50.69384789999999,-1.304734
1111,"Amsterdam, The Netherlands",52.3675734,4.9041389
1112,"Украина, Харьков",49.9935,36.230383
1113,"г.Нур-Султан пр.Кошкарбаева, 9",51.1279224,71.4687284
1114,Australia,-25.274398,133.775136
1115,Ukraine. Kyiv,50.4501,30.5234
1116,Селидове,48.1475145,37.297136
1117,Виставка,49.4424571,27.001509
1118,СПб-ЛП,59.9310584,30.3609097
1119,Uman,48.74939269999999,30.2214499
1120,"Bursa, Türkiye",40.1885281,29.0609636
1121,"goffs oak, hertfordshire",51.709119,-0.086642
1122,"D'Alsace Bossue à St Tropez, France",48.9100066,7.162889799999999
1123,"Чернігів,Рудка",51.4982,31.28935
1124,"Helsinki, Finland",60.16985569999999,24.938379
1125,"Москва, Маросейка, 17/6",55.7580152,37.6373782
1126,"Pokrovsk,Ukraine",48.282193,37.1847804
1127,"Україна, Kyborg City ",48.379433,31.16558
1128,"Queensland, Australia",-22.575197,144.0847926
1129,"Liverpool, England, UK",53.4083714,-2.9915726
1130,"Ukraine, Kharkiv",49.9935,36.230383
1131,"New Jersey, USA",40.0583238,-74.4056612
1132,"Беларусь, Bayern",53.709807,27.953389
1133,Каменец-Подольский,48.6967162,26.5825364
1134,"Caracas, Venezuela",10.4805937,-66.90360629999999
1135,"Göteborg , Sweden",57.70887,11.97456
1136,Espana,40.46366700000001,-3.74922
1137,"46.897617,7.354039",46.8976562,7.3537781
1138,Barendrecht,51.8515088,4.5485809
1139,Israel. Тель-Авівщина. ,31.046051,34.851612
1140,"Montenegro,Nikšić/Kotor",42.7804735,18.9561661
1141,Покровск,48.282193,37.1847804
1142,"Brovary, Ukraine",50.511083,30.7909
1143,"Puerto Rico, USA",18.220833,-66.590149
1144,Texas,31.9685988,-99.9018131
1145,İSTANBUL,41.0082376,28.9783589
1146,Інформаційні війська України,48.379433,31.16558
1147,Рязань - Геленджик,44.5620352,38.0904574
1148,"Samsun, Türkiye",41.2797031,36.3360667
1149,"Abuja, Nigeria",9.0764785,7.398574
1150,🇪🇺Europe - Balkans - Bosnia,43.915886,17.679076
1151,"Lima, Peru",-12.0463731,-77.042754
1152,بيروت,33.8937913,35.5017767
1153,Canada. ,56.130366,-106.346771
1154,waar de metselaars zijn gebore,52.1082921,4.2861572
1155,Украина ,48.379433,31.16558
1156,"Самара, Россия",53.203772,50.1606382
1157,"Kolkata, India",22.572646,88.36389500000001
1158,Volyn,50.74723299999999,25.325383
1159,mexa,38.2519337,-85.6607058
1160,Russland,61.52401,105.318756
1161,Дружківка,48.6161912,37.52721870000001
1162,Kharkov obl 🇺🇦,49.9935,36.230383
1163,Луганск,48.574041,39.307815
1164,Ukraine/Europe,48.379433,31.16558
1165,Seinäjoki,62.787735,22.8504337
1166,"Washington, USA",47.7510741,-120.7401386
1167,"Читинский район, Забайкальский",51.92012399999999,113.6539241
1168,"Tallinn, Eesti",59.43696079999999,24.7535746
1169,Україна. Київ,50.4501,30.5234
1170,Киев-Пардубице,50.4501,30.5234
1171,Дніпро,48.464717,35.046183
1172,Київ ,50.4501,30.5234
1173,Украина Район 13,48.379433,31.16558
1174,"London/Londres, Angleterre",51.5072178,-0.1275862
1175,Walton On The Naze,51.848186,1.267736
